contract_id,weak_category,evidence_in_text,has_evidence,crz_predmet,crz_nazov,snippet,path
11817829,dodatok,dodatok|dodatku,True,Dodatok č. 2 k Dohode o prechode práv a povinností č. 1/2025,297/2025,"CEZ ÚV SR: 1304/2024 Dodatok č. 2/2025 CEZ ÚPPLVL SR: 297/2025 Dodatok č. 2 k Dohode o prechode práv a povinností uzatvorenej v súlade s § 40ay ods. 3 zákona č. 575/2001 Z. z. o organizácii činnosti vlády a organizácii ústrednej štátnej správy v znení zákona č. 201/2024 Z. z. (ďalej len „Dodatok č. 2“) medzi týmito zmluvnými stranami Názov: Sídlo: IČO: Úrad vlády Slovenskej republiky Námestie slobody 1, 813 70 Bratislava 00 151 513 Zastúpený: Juraj Gedra, vedúci Úradu vlády Slovenskej republiky ako odovzdávajúci ústredný orgán štátnej správy (ďalej aj ako „Úrad vlády“) Názov: Úrad podpredsedu vlády Slovenskej republiky pre Plán obnovy Sídlo: IČO: a znalostnú ekonomiku Tomášikova 14366/64A, 831 04 Bratislava 56565321 Zastúpený: Michal Moško, vedúci Úradu podpredsedu vlády Slovenskej republiky pre Plán obnovy a znalostnú ekonomiku ako preberajúci ústredný orgán štátnej správy (ďalej len „Úrad podpredsedu vlády“) (ďalej spoločne aj „Strany dohody“, alebo jednotlivo ako aj „Strana dohody“) Preambula 1. Strany dohody uzavreli dňa 23.1.2025 Dohodu o prechode práv a povinností (interné číslo Úradu vlády 1304/2024, intern",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817829.txt
11817832,other,,True,Zmluva o zriadení o SoU,VL/02/2026,"ZMLUVA č.1/2025/S0Ú o zriadení Spoločného obecného úradu Budimír uzatvorená podľa $ 20a zákona SNR č. 369/1990 Zb. o obecnom zriadení v znení neskorších predpisov uzatvorená medzi: Učastníci zmluvy: 1. Názov: Obec Budimír Sídlo: Zámocká 22/4, 044 43 Budimír Zastúpená: — Vojtech Staňo, Mgr., starosta obce IČO: 00324001 DIČ: 2021235854 2. Názov: Obec Bačkovík Sídlo: Bačkovík 41, 044 45 Bačkovík Konajúca: — Milan Gábor, starosta obce IČO: 00323934 DIČ: 2021235788 3. Názov: Obec Baška Sídlo: Baška 71, 040 16 Košice 16 Konajúca: Ľubomír Demský, MUDr., starosta obce IČO: 00323942 DIČ: 2021235799 4, Názov: Obec Beniakovce Sídlo: Beniakovce 44, 044 42 Rozhanovce Konajúca: Miroslav Halás, Ing., starosta obce IČO: 00691224 DIČ: 2021261308 5. Názov: Obec Blažice Sídlo: Blažice 53, 044 16 Bohdanovce Konajúca: — Juraj Gmitro, starosta obce IČO: 00690198 DIČ: 2021261176 6. Názov: Obec Bohdanovce Sídlo: Bohdanovce 142, 044 16 Bohdanovce Konajúca: Patrik Beluš, Ing., starosta obce IČO: 00323985 DIČ: 2021235832 7. Názov: Sídlo: Konajúca: IČO: DIČ: 8. Názov: Sídlo: Konajúci: IČO: DIČ: 9. Názov: Sídlo: Konajúca: Ičo: DIČ: 10. Názov: Sídlo: Konajúca: IČO: DIC: 11. Názov: Sídlo: Konajúca: IČO: DIČ: 12",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817832.txt
11817836,spolupraca,spoluprac,True,ZMLUVA O SPOLUPRÁCI,UPJS - 902/2025,"ZMLUVA O SPOLUPRÁCI uzatvorená podľa § 269 ods. 2 zák. č. 513/1991 Z. z. Obchodný zákonník v znení neskorších predpisov (ďalej len „Obchodný zákonník“) 1. Univerzita Pavla Jozefa Šafárika v Košiciach Článok 1 Zmluvné strany Sídlo: Štatutárny orgán: Zastúpenie: IČO: Kontaktná osoba: Email: (ďalej aj „UPJŠ“) Šrobárova 2, 041 80 Košice prof. MUDr. Daniel Pella, PhD., rektor doc. RNDr. Dušan Šveda, CSc., riaditeľ Centra celoživotného vzdelávania a podpory projektov (CCVaPP) UPJŠ, na základe plnej moci rektora UPJŠ zo dňa 06.11.2023 00 397 768 doc. RNDr. JUDr. Pavol Sokol, PhD. et PhD. 2. Hotelová akadémia, Baštová 32, Prešov Sídlo: Štatutárny orgán: IČO: Kontaktná osoba E-mail: (ďalej aj „Škola“)............... UPJŠ a Škola označovaní ďalej spoločne aj ako „Zmluvné strany“ alebo samostatne ako „Zmluvná strana“ uzatvárajú túto zmluvu o spolupráci (ďalej len „Zmluva“), za nasledovných podmienok: Článok 2 Predmet a účel Zmluvy 1. Predmetom tejto Zmluvy je realizácia vzájomne výhodnej spolupráce Zmluvných strán v oblastiach ich spoločného záujmu, ktorej cieľom je výmena poznatkov pri vykonávaní aktivít definovaných v ods. 2 tohto článku rozdelen",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817836.txt
11817845,spolupraca,spoluprac,True,ZMLUVA O SPOLUPRÁCI,UPJS - 904/2025,"ZMLUVA O SPOLUPRÁCI uzatvorená podľa § 269 ods. 2 zák. č. 513/1991 Z. z. Obchodný zákonník v znení neskorších predpisov (ďalej len „Obchodný zákonník“) 1. Univerzita Pavla Jozefa Šafárika v Košiciach Článok 1 Zmluvné strany Sídlo: Štatutárny orgán: Zastúpenie: IČO: Kontaktná osoba: Email: (ďalej aj „UPJŠ“) Šrobárova 2, 041 80 Košice prof. MUDr. Daniel Pella, PhD., rektor doc. RNDr. Dušan Šveda, CSc., riaditeľ Centra celoživotného vzdelávania a podpory projektov (CCVaPP) UPJŠ, na základe plnej moci rektora UPJŠ zo dňa 06.11.2023 00 397 768 doc. RNDr. JUDr. Pavol Sokol, PhD. et PhD. 2. Stredná odborná škola pedagogická, Kmeťovo stromoradie 5, Prešov Sídlo: Štatutárny orgán: IČO: Kontaktná osoba E-mail: (ďalej aj „Škola“)............... UPJŠ a Škola označovaní ďalej spoločne aj ako „Zmluvné strany“ alebo samostatne ako „Zmluvná strana“ uzatvárajú túto zmluvu o spolupráci (ďalej len „Zmluva“), za nasledovných podmienok: Článok 2 Predmet a účel Zmluvy 1. Predmetom tejto Zmluvy je realizácia vzájomne výhodnej spolupráce Zmluvných strán v oblastiach ich spoločného záujmu, ktorej cieľom je výmena poznatkov pri vykonávaní aktivít definovaných v o",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817845.txt
11817858,spolupraca,spoluprac,True,ZMLUVA O SPOLUPRÁCI,UPJS - 905/2025,"ZMLUVA O SPOLUPRÁCI uzatvorená podľa § 269 ods. 2 zák. č. 513/1991 Z. z. Obchodný zákonník v znení neskorších predpisov (ďalej len „Obchodný zákonník“) 1. Univerzita Pavla Jozefa Šafárika v Košiciach Článok 1 Zmluvné strany Sídlo: Štatutárny orgán: Zastúpenie: IČO: Kontaktná osoba: Email: (ďalej aj „UPJŠ“) Šrobárova 2, 041 80 Košice prof. MUDr. Daniel Pella, PhD., rektor doc. RNDr. Dušan Šveda, CSc., riaditeľ Centra celoživotného vzdelávania a podpory projektov (CCVaPP) UPJŠ, na základe plnej moci rektora UPJŠ zo dňa 06.11.2023 00 397 768 doc. RNDr. JUDr. Pavol Sokol, PhD. et PhD. 2. Spojená škola, Ľ. Podjavorinskej 22, Prešov Sídlo: Štatutárny orgán: IČO: Kontaktná osoba E-mail: (ďalej aj „Škola“)............... UPJŠ a Škola označovaní ďalej spoločne aj ako „Zmluvné strany“ alebo samostatne ako „Zmluvná strana“ uzatvárajú túto zmluvu o spolupráci (ďalej len „Zmluva“), za nasledovných podmienok: Článok 2 Predmet a účel Zmluvy 1. Predmetom tejto Zmluvy je realizácia vzájomne výhodnej spolupráce Zmluvných strán v oblastiach ich spoločného záujmu, ktorej cieľom je výmena poznatkov pri vykonávaní aktivít definovaných v ods. 2 tohto článku ro",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817858.txt
11817861,sluzby,sluzb|sluzieb,True,Zmluva o poskytovaní služby podľa § 536 zákona č. 513/1991 Z. z. v znení neskorších predpisov,01/BOZP/2026,"Zmluva o poskytovaní služby podľa § 536 zákona č. 513/1991 Z. z. v znení neskorších predpisov, ktorú uzavreli tieto zmluvné strany: Objednávateľ Názov: Sídlo: Štatutárny zástupca: IČO: DIČ / IČDPH: ( ďalej len „ objednávateľ“ ) Školská jedáleň Štefana Majora 1444/83, 925 22 Veľké Úľany Irena Sebőková 37 847 481 2021774656 / - a Dodávateľ Názov: Sídlo: Štatutárny zástupca: Registrovaný: IČO: DIČ: Bankové spojenie: SLSP, a.s. IBAN: SK22 0900 0000 0052 3065 0693 (ďalej len „dodávateľ"") LZ SYSTEMS s.r.o. Jilemnického 234/27, 929 01 Dunajská Streda Lýdia Csenkeyová, Zoltán Kondé Okresný súd Trnava, Oddiel Sro, č. vl. 58781/T 56 789 416 2122456996 takto: I. Predmet plnenia Predmetom zmluvy poskytovanie služieb: je záväzok dodávateľa zabezpečiť pre objednávateľa a/ bezpečnostnotechnickej služby v súlade s § 22 zákona č. 124/2006 Z.z. o bezpečnosti a ochrane zdravia pri práci v znení neskorších predpisov prostredníctvom bezpečnostných technikov: Lýdia Csenkeyová, Zoltán Kondé, b/ technika požiarnej ochrany v zmysle § 9 ods. 2 zákona č. 314/2001 o ochrane pred požiarmi v znení neskorších predpisov prostredníctvom technika pož",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817861.txt
11817866,najom,najom,True,Zmluva č. 1/2026_NZ o nájme nebytových priestorov,01/2026_NZ,"Zmluva č. 1/2026_NZ o nájme nebytových priestorov uzavretá v zmysle zákona č. 116/1990 o nájme a podnájme nebytových priestorov v znení neskorších zmien a doplnkov a „Zásad hospodárenia a nakladania s majetkom mesta Humenné zo dňa 08.11.2023. Zmluvné strany: Prenajímateľ: ZÁKLADNÁ ŠKOLA SNP1, Humenné so sídlom: v zastúpení: IČO: DIČ: 2021672334 Bankové spojenie: Č. ú.: SNP 1, Humenné Ing. Katarína Sninčáková, riaditeľka školy 37876732 Tatrabanka a. s., pobočka Humenné Nájomca: so sídlom: v zastúpení: IČO: DIČ: Bankové spojenie: Tel.: 1. TENISOVÝ KLUB HUMENNÉ Chemlonská 2, 066 01 Humenné Ing. Miroslav Zagora 31303188 2021233093 Článok I. Predmet a účel nájmu 1. Prenajímateľ ako správca priestorov školy, vlastníkom ktorého je mesto Humenné, prenajíma nájomcovi za nižšie uvedených podmienok nebytové priestory školského zariadenia na tréningový proces členov tenisového klubu - deti a mládeže do 18 rokov. 2. Predmetom nájmu je: veľká telocvičňa. Článok II. Doba nájmu 1. Zmluvný vzťah sa uzatvára na dobu určitú a to: od 08.01.2026 do 30.06.2026. 2. Pokiaľ sa zmluvné strany nedohodnú inak, tréningový proces nájomcu je podľa tejto zml",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817866.txt
11817872,ukoncenie,ukoncen,True,Dohoda o ukončení nájomnej zmluvy  č. 801011002-1-2025 DUNZ,801011002-1-2025 DUNZ,"Dohoda o ukončení nájomnej zmluvy č. 801011002-1-2025 DUNZ uzatvorená v súlade s § 677 ods. 1 zákona č. 40/1964 Zb. Občiansky zákonník v znení neskorších predpisov (ďalej len „Dohoda“) medzi týmito zmluvnými stranami: Čl. I ÚČASTNÍCI DOHODY Ivan Bednárik, MBA, generálny riaditeľ Železnice Slovenskej republiky - Správa majetku ŽSR Železnice Slovenskej republiky Klemensova 8, 813 61 Bratislava iná právnická osoba Obchodný register Mestského súdu Bratislava III, 1.1 Prenajímateľ: Obchodné meno Sídlo Právna forma Registrácia Oddiel Po, Vložka číslo: 312/B Štatutárny orgán Odštepný závod Bratislava, Holekova 6, 811 04 Bratislava (ďalej len „SM“) Osoba splnomocnená na podpis Dohody IČO DIČ IČ DPH Údaje k DPH Adresa pre doručovanie písomností Štefánikova 60, 040 51 Košice (ďalej len „Prenajímateľ“) JUDr. Maroš Karšňák, riaditeľ SM 31 364 501 2020480121 SK2020480121 prenajímateľ je platiteľ DPH ŽSR – SM, Regionálne pracovisko hospodárenia s majetkom Košice a Nájomca: 1.2. Obchodné meno: Sídlo: Právna forma: Registrácia: SOLUTION s.r.o. Werferova 1/2582, 040 11 Košice Spoločnosť s ručením obmedzeným Obchodný register",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817872.txt
11817875,najom,najom,True,Zmluva č. 2/2026_NZ o nájme nebytových priestorov,2/2026_NZ,"Zmluva č. 2/2026_NZ o nájme nebytových priestorov uzavretá v zmysle zákona č. 116/1990 o nájme a podnájme nebytových priestorov v znení neskorších zmien a doplnkov a „Zásad hospodárenia a nakladania s majetkom mesta Humenné“ zo dňa 08.11.2023. Zmluvné strany: Prenajímateľ: ZÁKLADNÁ ŠKOLA, SNP 1, Humenné so sídlom: v zastúpení: IČO: DIČ: 2021672334 Bankové spojenie: Č. ú.: IBAN: SNP 1, Humenné Ing. Katarína Sninčáková, riaditeľka školy 37876732 Tatrabanka a. s., pobočka Humenné SK85 1100 0000 0026 2106 6626 Nájomca: Centrum voľného času, Námestie slobody 1736/48, Humenné so sídlom: v zastúpení: IČO: IBAN: Námestie slobody 1736/48, 066 01 Humenné PaedDr. Ľubomír Kunáš - riaditeľ CVČ Humenné 37874586 SK05 1100 0000 0026 2055 1638 Článok I. Predmet a účel nájmu 1. Prenajímateľ ako správca priestorov, prenajíma nájomcovi za nižšie uvedených podmienok nebytové priestory školského zariadenia na účely záujmovej činnosti pre členov vo veku od 5 do 15 rokov. 2. Predmetom nájmu je: telocvičňa, miestnosti a triedy do 50 m2. Článok II. Doba nájmu 1. Zmluvný vzťah sa uzatvára na dobu určitú a to: od 08.01.2026 do 30.06.2026. 2. Nájomca bude pries",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817875.txt
11817879,dotacia,dotacia|dotacie|dotac,True,Zmluva o poskytnutí dotácie č. 2025/1744 z Ministerstva financií SR,2025/1744,"ZMLUVA O POSKYTNUTÍ DOTÁCIE č. 2025/1744 podľa § 3 ods. 1 písm. a) Výnosu Ministerstva financií Slovenskej republiky z 9. decembra 2005 č. 26825/2005 - 441 o poskytovaní dotácií v pôsobnosti Ministerstva financií Slovenskej republiky v znení neskorších predpisov (ďalej len „výnos“) uzatvorená v súlade s § 51 zákona č. 40/1964 Zb. Občiansky zákonník v znení neskorších predpisov (ďalej len „Občiansky zákonník“), zákonom č. 523/2004 Z. z. o rozpočtových pravidlách verejnej správy a o zmene a doplnení niektorých zákonov v znení neskorších predpisov (ďalej len „zákon o rozpočtových pravidlách verejnej správy“) a zákonom č. 357/2015 Z. z. o finančnej kontrole a audite a o zmene a doplnení niektorých zákonov (ďalej len „zákon o finančnej kontrole a audite“) medzi zmluvnými stranami: (ďalej ako „zmluva“) Ministerstvo financií Slovenskej republiky Poskytovateľ: Sídlo: Štefanovičova 5, 817 82 Bratislava – mestská časť Staré Mesto Ladislav Kamenický, minister V mene ktorého koná: 00151742 IČO: Štátna pokladnica Bankové spojenie: SK71 8180 0000 0070 0011 5547 Číslo účtu v tvare IBAN: (ďalej ako „poskytovateľ“ alebo „ministerstvo“) a Príjemca: Sídlo: V mene kto",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817879.txt
11817884,dodatok,dodatok|dodatku,True,"Dodatok č. 1 k Zmluve o zabezpečení zberu použitých textílií, odevov a obuvi",Dodatok č. 1 ku zmluve 24_2020,"Dodatok č. 1 k Zmluve o zabezpečení zberu použitých textílií, odevov a obuvi Občianske združenie: Sídlo: Korešpondenčná adresa: IČO: 50 383 230 Zástupca: Tel. kontakt: Všeobecný e-mail: (ďalej len „Občianske združenie“) EKOCHARITA SLOVENSKO SLOVENSKU, o. z. Gen. M. R. Štefánika 45 060 01 Kežmarok Rusovská cesta 9, 851 01 Bratislava JUDr. Juraj Kunák juraj@ekocharita.sk (Prezident) 0944 192 024 info@ekocharita.sk Mesto: Sídlo: Zástupca: IČO: DIČ: Email: starosta@jarovce.sk (ďalej len „Mesto/Obec“) Mestská časť Bratislava - Jarovce Palmová 394/1, 851 10 Bratislava - Jarovce JUDr. Mgr. Jozef Uhler, starosta 00304603 2020910859 (Občianske združenie a Mesto/Obec spoločne „Zmluvné strany“) Občianske združenie a Mesto/Obec uzatvorili Zmluvu o zabezpečení zberu použitých textílii, odevov a obuvi („Zmluva“), podľa ktorej Občianske združenie zabezpečuje zber a zvozy použitých textílií, odevov a obuvi v Meste/Obci dňa 17.04.2020. Zmluvné strany sa dohodli na Dodatku č. 1 k predmetnej Zmluve, ktorým sa mení: ČLÁNOK III KONTAJNERY A ICH UMIESTNENIE 1. Občianske združenie zabezpečí po dohode s Mestom/Obcou uloženie 6 ks zberných kontajnerov na voľne d",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817884.txt
11817887,dodatok,dodatok|dodatku,True,Dodatok č. 15 k Zmluve o nájme nehnuteľnosti 262/2011,828,"DODATOK č. 15 k Zmluve o nájme nehnuteľnosti č. 262/2011 zo dňa 27.9.2011 uzavretej medzi: VPS Vysoké Tatry, s. r. o. sídlo: Starý Smokovec č. 18045, 062 01 Vysoké Tatry zastúpený Ing. Mária Hadnagyová a Michal Ovšonka, konatelia spoločnosti IČO: 43 795 773 DIČ: 2022476423 - spoločnosť zapísaná v OR OS Prešov, odd. Sro., vl. č. 19303/P (ďalej len prenajímateľ) a OTV, s.r.o. sídlo: Hlavná 188/67, 059 38 Štrba zastúpený Ing. Dagmar Vincová, konateľ IČO: 36 454 133 DIČ: 2021406497 - spoločnosť zapísaná v OR OS Prešov, odd. Sro, vložka č. 11051/P (ďalej len nájomca) I. Zmluvné strany sa dohodli, že podpisom tohto dodatku č. 15 sa Zmluva o nájme nehnuteľnosti č. 262/2011 zo dňa 27.9.2011 v znení neskorších dodatkov mení takto: Čl. IV. „Doba nájmu“ bod 1. znie: 1. Nájom je dohodnutý na dobu určitú do 31.03.2026. II. Tento Dodatok č. 15 nadobúda platnosť dňom podpísania obidvoma zmluvnými stranami a účinnosť dňom nasledujúcim po jeho zverejnení v CRZ. Dodatok tvorí nedeliteľnú súčasť Zmluvy o nájme nehnuteľnosti č. 262/2011 zo dňa 27.9.2011 v znení dodatkov. Ostatné ustanovenia citovanej zmluvy zostávajú nezmenené. Dodatok je vyhotovený v 2 exempl",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817887.txt
11817898,other,,True,Zmluva  o výpožičke,1SprV/228/2025,"Číslo požičiavateľa: 1SprV/228/2025 Číslo vypožičiavateľa: Spr. 85/2025 ZMLUVA O VÝPOŽIČKE uzavretá podľa § 659 a nasl. zákona č. 40/1964 Zb. Občianskeho zákonníka v znení neskorších predpisov (ďalej len „Občiansky zákonník“) (ďalej len „zmluva“) Článok I. Zmluvné strany Požičiavateľ: Názov: Sídlo: Štatutárny orgán: IČO: DIČ: Bankové spojenie: IBAN: (ďalej aj len „požičiavateľ“) Správny súd v Košiciach Kuzmányho 546/2, 040 01 Košice JUDr. Pavol Tkáč, predseda súdu 54908647 2121849609 Štátna pokladnica SK54 8180 0000 0070 0068 1848 a Vypožičiavateľ: Názov: Sídlo: Štatutárny orgán: IČO: DIČ: Bankové spojenie: IBAN: (ďalej aj len „vypožičiavateľ“) (ďalej spolu aj „zmluvné strany“ alebo jednotlivo aj ako „zmluvná strana“) Justičná akadémia Slovenskej republiky Suvorovova 5/C, 902 01 Pezinok JUDr. Peter Hulla, riaditeľ 37851624 2021887967 Štátna pokladnica SK25 8180 0000 0070 0019 4169 uzatvárajú túto zmluvu s nasledovným obsahom: Článok II. Preambula 1. Zmluvné strany uzavreli dňa 27.11.2025 Memorandum o spolupráci, v zmysle ktorého sa strany zaviazali postupovať pri naplnení spolupráce a jej cieľov v súlade s relevantnými právny",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817898.txt
11817907,najom,najom,True,Zmluva č. 3/2026_NZ o nájme nebytových priestorov,3/2026_NZ,"Zmluva č. 3/2026_NZ o nájme nebytových priestorov uzavretá v zmysle zákona č. 116/1990 o nájme a podnájme nebytových priestorov v znení neskorších zmien a doplnkov a „Zásad hospodárenia a nakladania s majetkom mesta Humenné zo dňa 08.11.2023. Zmluvné strany: Prenajímateľ: ZÁKLADNÁ ŠKOLA SNP1, Humenné so sídlom: v zastúpení: IČO: DIČ: 2021672334 Bankové spojenie: Č. ú.: IBAN: SNP 1, Humenné Ing. Katarína Sninčáková, riaditeľka školy 37876732 Tatrabanka a. s., pobočka Humenné SK85 1100 0000 0026 2106 6626 Nájomca: Využi svoj potenciál, o. z. so sídlom: Bukovec 327, 044 20 Malá Ida v zastúpení: Ing. Lucia Záhorská, predseda občianskeho združenia IČO: 55681794 Bankové spojenie: VÚB a.s. Č.ú.IBAN: SK20 0200 0000 0050 3929 Článok I. Predmet a účel nájmu 1. Prenajímateľ ako správca priestorov, vlastníkom ktorých je mesto Humenné, prenajíma nájomcovi za nižšie uvedených podmienok nebytové priestory školského zariadenia na lekcie anglického jazyka. 2. Predmetom nájmu je: trieda. Článok II. Doba nájmu 1. Zmluvný vzťah sa uzatvára na dobu určitú a to: od 08.01.2026 do 30.06.2026. 2. Nájomca bude priestory užívať v tomto časovom rozsahu: štvrto",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817907.txt
11817911,kolektivna,kolektivna,True,Kolektívna zmluva od 1.1.2026 do 31.12.2026,122025,"GAUDEAMUS zariadenie komunitnej rehabilitácie Mokrohájska cesta 3, 845 12 Bratislava, v zastúpení: PhDr. Štefan Tvarožek – riaditeľ _______________________________________________________________ SLOVENSKÝ ODBOROVÝ ZVÄZ PRACOVNÍKOV ZDRAVOTNÍCTVA A SOCIÁLNYCH SLUŽIEB Základná Odborová Organizácia GAUDEAMUS – zariadenie komunitnej rehabilitácie, Mokrohájska cesta 3, 845 12 Bratislava, v zastúpení: Mgr. Zuzana Trunnerová – predsedníčka ZO OH a Základná odborová organizácia Slovenského odborového zväzu zdravotníctva a sociálnych služieb pri Domove sociálnych služieb Rozsutec, Furmanská 4, 841 03 Bratislava, v zastúpení: Mgr. Veronika Gábriková – predsedníčka ZO OH K O L E K T Í V N A ZMLUVA od 1. 1. 2026 do 31. 12. 2026 Kolektívna zmluva od 1.1.2026 do 31.12.2026 GAUDEAMUS - ZKR Bratislava Stránka 0 ČAS´T I. Článok 1 Všeobecné ustanovenia Táto kolektívna zmluva (ďalej len KZ) bližšie upravuje individuálne a kolektívne právne vzťahy medzi zamestnávateľom a zástupcami zamestnancov zastúpenými odborovými orgánmi (ďalej len zástupcovia zamestnancov) v súlade so zákonom č. 552/2003 Z.z. o výkone práce vo verejnom záujme a zákonom č. 553/200",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817911.txt
11817912,sluzby,sluzb|sluzieb|kurz,True,"Čiastková zmluva Rámcovej zmluvy o poskytoaní služieb ""Odborné prehliadky, odborné skúšky technických zariadení"" č. 2025/047",38/2025,"Číslo z Registra zmlúv EASR PSK: 2025/047 Čiastková zmluva Rámcovej zmluvy o poskytovaní služieb „Odborné prehliadky, odborné skúšky technických zariadení” č. 2025/047 uzavretá podľa § 269 a nasledovných ustanovení č. 513/1991 Zb. Obchodný zákonník v znení neskorších predpisov (ďalej len „Zmluva“) medzi zmluvnými stranami Odberateľ: Názov: Centrum sociálnych služieb AMETYST, 094 01 Tovarné 117 Sídlo organizácie: 094 01 Tovarné 117 Štatutárny orgán: PhDr. Jozef Sabol, riaditeľ IČO: DIČ: 00696374 2020635485 Bankové spojenie: XXXX IBAN, SWIFT: SKXX XXXX XXXX XXXX XXXX XXXX (ďalej aj ako „Odberateľ“) a Poskytovateľ: Názov: Sídlo organizácie: Levočská 6114/1, 080 01 Prešov Energetická Agentúra Smart Regiónu PSK Štatutárny orgán: IČO: Ing. Martin Lukáč, riaditeľ 51295130 DIČ: Bankové spojenie: Štátna pokladnica 2120670827 IBAN: e-mail: sekretariat@smartp.sk SK35 8180 0000 0070 0059 2271 (ďalej aj ako „EASR PSK“ alebo „Poskytovateľ“) (spolu ako „Zmluvné strany“) Preambula 1. Prešovský samosprávny kraj má záujem o zabezpečenie centrálneho vykonávania odborných prehliadok a odborných skúšok technických zariadení v rámci vlastných",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817912.txt
11817914,najom,najom,True,Nájomná zmluva o nájme nebytového priestoru  Domu kultúry v dňoch 02.01.2026 - 03.01.2026 - ples,Su-1/2026,"Zmluva č. 1/2026 o nájme nebytového priestoru - Domu kultúry Prenajímateľ: Obec Sulín, zastúpená starostkou obce Annou Hiľákovou IČO: 00330191, DIČ: 2020698845 Bankové spojenie: VÚB Stará Ľubovňa, IBAN:SK23 0200 00000000 1492 5602 Nájomca: Občianske združenie OZ - Sulín, Sulín 182, 065 46 Malý Lipník, IČO 42419182 sa dohodli na uzavretí tejto zmluvy o nájme nebytového priestoru v zmysle zákona č. 40/1964 Zb. - Občiansky zákonník, v znení neskorších predpisov: Čl.1 Predmet nájmu Prenajímateľ je vlastníkom nebytového priestoru – Domu kultúry súp. č. 102 v katastrálnom území Veľký Sulín. Touto zmluvou prenecháva prenajímateľ nebytový priestor – Dom kultúry nájomcovi do dočasného užívania na účel uvedený v čl. 2 tejto zmluvy. Čl. 2 Účel nájmu a doba nájmu Nebytový priestor sa prenajíma na účel: ples Nájomný vzťah sa uzatvára na dobu určitú a to: od 02. 01. 2026 do 03. 01. 2026 Čl. 3 Nájomné Nájomca sa zaväzuje zaplatiť prenajímateľovi v zmysle VZN č. 1/2023 o službách poskytovaných obcou a poplatkoch za tieto služby na území obce Sulín nájomné vo výške 80,- € + el. energia + spotreba paliva. Čl. 4 Práva a povinnosti prenajímateľa Prena",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817914.txt
11817922,ramcova,ramcova|ramcovej,True,RÁMCOVÁ DOHODA,103.prrchbo-90/2025-10,"Podľa ustanovení zákona č. 343/2015 Z. z. o verejnom obstarávaní a o zmene a doplnení niektorých zákonov v znení zákona č. 438/2015 Z. z. RÁMCOVÁ DOHODA č. 103.prrchbo-90/2025-10 uzatvorená podľa zákona č. 343/2015 Z. z. o verejnom obstarávaní a o zmene a doplnení niektorých zákonov v znení neskorších predpisov (ďalej len „zákon č. 343/2015 Z. z.“) a podľa § 269 ods. 2 zákona č. 513/1991 Zb. Obchodný zákonník v znení neskorších predpisov (ďalej len „zmluva“) Článok I. Zmluvné strany Ministerstvo obrany Slovenskej republiky Kupujúci: 103.prápor RCHBO Rožňava Zastúpený: Sídlo Šafárikova 109, 048 01 Rožňava Osoba oprávnená konať vo veciach technických, fakturačných, platobných, reklamácie: pplk. Ing. Anton KARDOŠ, veliteľ 103.práporu RCHBO Bankové údaje: IČO IČ DPH: IBAN: SWIFT: por. Ing. Patrícia MEŠŤANOVÁ, Patricia.mestanova@mil.sk, 0960/581419 Štátna pokladnica, Radlinského 32, 810 05 Bratislava, Slovakia 30845572 SK2020947698 SK50 8180 0000 0070 0017 1215 SPSRSKBA (ďalej len „Kupujúci“) a INMEDIA, spol. s.r.o. Námestie SNP 11, 960 01 Zvolen UniCredit Bank Czech Republic and Slovakia, a.s. Predávajúci: Sídlo: Bankové spojenie: IB",/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817922.txt
