contract_id,weak_category,metadata_category,title_category,title,crz_predmet,crz_nazov,path,title_signal,title_disagree
11817705,ramcova,ramcova,ramcova,Rámcová dohoda na dodanie potravín Zelenina (ďalej len zmluva),Rámcová dohoda na dodanie potravín,ZSO 05/2026,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817705.txt,True,False
11817707,ramcova,ramcova,ramcova,Rámcová zmluva,Rámcová zmluva,ZSO 06/2026,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817707.txt,True,False
11817711,ramcova,ramcova,ramcova,RÁMCOVÁ KÚPNA ZMLUVA č. KZ 2026/PD 020,Rámcová kúpna zmluva,ZSO 08/2026,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817711.txt,True,False
11817713,sluzby,sluzby,sluzby,Zmluva o odbere biologicky rozložiteľného kuchynského a reštauračného odpadu Článok I. Zmluvné strany Odberateľ: (Držiteľ odpadu:),Zmluva o odbere biologicky rozložiteľného kuchynského a reštauračného odpadu,ZSO 09/2026,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817713.txt,True,False
11817715,kolektivna,kolektivna,kolektivna,KOLEKTÍVNA ZMLUVA (ďalej len „Zmluva“) podľa ustanovenia § 2 ods. 3 písm. a) zákona č. 2/1991 Zb. o kolektívnom vyjednávaní v znení neskorších právnych predpisov v súlade s ustanovením čl. 10 a ustanovením § 231 zákona č. 311/2001 Z. z. Zákonník práce v znení neskorších právnych predpisov (ďalej len „Zákonník práce“),Kolektívna zmluva,24B6000240,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817715.txt,True,False
11817719,najom,najom,najom,ZMLUVA O NÁJME NEHNUTEĽNOSTI,Zmluva o nájme nehnuteľnosti,16/12/2025,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817719.txt,True,False
11817723,prispevok,prispevok,other,"o, 77, 78 a 80 bod 2. SSV/ODB/005/2025 poskytovanej a o 2025",Zmluva o poskytnutí finančného príspevku terénnej sociálnej služby krízovej intervencie 2025,SSV/ODB/005/2025,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817723.txt,False,False
11817738,prispevok,prispevok,prispevok,Číslo záznamu: Číslo: zabezpečení podmienok vykonávania aktivačnej činnosti formou menších obecných služieb pre obec poskytnutí príspevku na aktivačnú činnosť formou menších obecných služieb obci,DOHODA číslo: 25/29/054/1136 o zabezpečení podmienok vykonávania aktivačnej činnosti formou menších obecných služieb pre obec a o poskytnutí príspevku na aktivačnú činnosť formou menších obecných služieb obci,INE_048/2025,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817738.txt,True,False
11817741,spolupraca,spolupraca,spolupraca,Zmluva o spolupráci,Zmluva o spolupráci,Z2025/0851,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817741.txt,True,False
11817743,prispevok,prispevok,prispevok,Spis: Číslo záznamu: DOHODA 25/18/19B/16 o poskytnutí vyrovnávacieho príspevku podľa § 19b zákona č. 112/2018 Z.z. o sociálnej ekonomike a sociálnych podnikoch a o zmene a doplnení niektorých zákonov v znení,"Dohoda 25/18/19B/16 o pokyt. vyrovnávacieho príspevku podľa § 19b zák. č. 112/2018 Z.z. o soc. ekonomike a soc. podnikoch a o zmene a doplnení niektorých zák. v znení neskorších predp. v rámci národ. projektu ""Poskyt. finanč.príspevkov integrač. podnikom""",Z2025/0025,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817743.txt,True,False
11817752,prispevok,dohoda_ine,prispevok,Spis: Číslo záznamu: DOHODA Číslo: 25/35/054/620 o zabezpečení podmienok vykonávania aktivačnej činnosti formou menších obecných služieb pre obec a o poskytnutí príspevku na aktivačnú činnosť formou menších,Dohoda  §54 Podpora udržania pracovných návykov 4,25/35/054/620,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817752.txt,True,False
11817755,najom,najom,najom,ZMLUVA O KRÁTKODOBOM NÁJME NEBYTOVÉHO PRIESTORU,"Zmluva o nájme priestoru - Krátkodobý nájom 
2/2026
MS AGENCY
Rytierske hry pre amerických turistov 
Nádvorie sv. Jurajamiestnosť č. 19",22026,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817755.txt,True,False
11817757,kolektivna,kolektivna,kolektivna,Kolektívna zmluva na rok 2026,Kolektívna zmluva,202600001/2025,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817757.txt,True,False
11817761,sluzby,sluzby,sluzby,Zmluva o poskytovaní služieb č. 1/2026 /ďalej len „zmluva“/,Zmluva o poskytovaní služieb č.1/2026i,1/2026,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817761.txt,True,False
11817763,prispevok,prispevok,prispevok,ZMLUVA č. 254170 08U02 o poskytnutí finančných prostriedkov z Environmentálneho fondu na úhradu nákladov súvisiacich so zabezpečením zvýšených záchytov uhlíka v lesnej pôde a biomase uskutočnením opatrení ochrany a starostlivosti o chránené územia prostredníctvom organizácie ochrany prírody a krajiny zriadenej,Z M L U V A č. 254170 08U02 o poskytnutí finančných prostriedkov z Environmentálneho fondu na úhradu nákladov súvisiacich so zabezpečením zvýšených záchytov uhlíka v lesnej pôde a biomase uskutočnením opatrení ochrany a starostlivosti o chránené územia pr,SNPVF-Z/132/2025,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817763.txt,True,False
11817783,dodatok,dodatok,dodatok,"Dodatok k Zmluve o poskytovaní verejne dostupných služieb (ďalej len ""Dodatok"") ID predajcu: Dátum: Ident. kód dodatku: Číslo zmluvy:",Dodatok k Zmluve o poskytovaní verejne dostupných služieb,51/2025/UVLF-IKT,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817783.txt,True,False
11817792,najom,najom,najom,ZMLUVA O NÁJME NEBYTOVÝCH PRIESTOROV,Nájomná zmluva,22026,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817792.txt,True,False
11817802,spolupraca,spolupraca,spolupraca,ZMLUVA O SPOLUPRÁCI,ZMLUVA O SPOLUPRÁCI,UPJS - 899/2025,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817802.txt,True,False
11817806,sluzby,sluzby,sluzby,"Dohoda o hromadnom uzavretí Dodatkov k Zmluve o poskytovaní verejných služieb ID predajcu Účastník (Osoba: právnická / fyzická podnikateľ / fyzická nepodnikateľ): Právnická osoba Meno, priezvisko, titul / Obchodné meno / Názov: Univerzita veterinárskeho lekárstva a farmácie v Košiciach",Dohoda o hromadnom uzavretí Dodatkov k Zmluve o poskytovaní verejných služieb,52/2025/UVLF-IKT,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817806.txt,True,False
11817810,spolupraca,spolupraca,spolupraca,ZMLUVA O SPOLUPRÁCI,ZMLUVA O SPOLUPRÁCI,UPJS - 900/2025,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817810.txt,True,False
11817813,sluzby,sluzby,sluzby,Zmluva o príprave a dovoze stravy č. 20260101,Zmluva o príprave a dovoze stravy č. 20260101,20260101,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817813.txt,True,False
11817820,sluzby,sluzby,sluzby,"Zmluva o spracovaní účtovnej evidencie Zmluvné strany Spracovateľ: Ing. Aneta Nedbalová Adresa: M.Č. Trenčianskeho 735/50A, 044 42 Rozhanovce IČO: 48 034 614",Zmluva o spracovaní účtovnej evidencie,VL/01/2026,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817820.txt,True,False
11817824,other,other,other,DAROVACIA ZMLUVA,Darovacia zmluva,ZML-3-28/2025-KE,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817824.txt,False,False
11817829,dodatok,dodatok,dodatok,CEZ ÚV SR: 1304/2024 Dodatok č. 2/2025 CEZ ÚPPLVL SR: 297/2025 Dodatok č. 2 k Dohode o prechode práv a povinností uzatvorenej v súlade s § 40ay ods. 3 zákona č. 575/2001 Z. z. o organizácii činnosti vlády,Dodatok č. 2 k Dohode o prechode práv a povinností č. 1/2025,297/2025,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817829.txt,True,False
11817832,other,other,other,"ZMLUVA č.1/2025/S0Ú o zriadení Spoločného obecného úradu Budimír uzatvorená podľa $ 20a zákona SNR č. 369/1990 Zb. o obecnom zriadení v znení neskorších predpisov uzatvorená medzi: Učastníci zmluvy: 1. Názov: Obec Budimír Sídlo: Zámocká 22/4, 044 43 Budimír Zastúpená: — Vojtech Staňo, Mgr., starosta obce IČO: 00324001 DIČ: 2021235854 2. Názov: Obec",Zmluva o zriadení o SoU,VL/02/2026,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817832.txt,False,False
11817836,spolupraca,spolupraca,spolupraca,ZMLUVA O SPOLUPRÁCI,ZMLUVA O SPOLUPRÁCI,UPJS - 902/2025,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817836.txt,True,False
11817845,spolupraca,spolupraca,spolupraca,ZMLUVA O SPOLUPRÁCI,ZMLUVA O SPOLUPRÁCI,UPJS - 904/2025,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817845.txt,True,False
11817858,spolupraca,spolupraca,spolupraca,ZMLUVA O SPOLUPRÁCI,ZMLUVA O SPOLUPRÁCI,UPJS - 905/2025,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817858.txt,True,False
11817861,sluzby,sluzby,sluzby,"Zmluva o poskytovaní služby podľa § 536 zákona č. 513/1991 Z. z. v znení neskorších predpisov, ktorú uzavreli tieto zmluvné strany: Objednávateľ Názov: Sídlo:",Zmluva o poskytovaní služby podľa § 536 zákona č. 513/1991 Z. z. v znení neskorších predpisov,01/BOZP/2026,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817861.txt,True,False
11817866,najom,najom,najom,Zmluva č. 1/2026_NZ o nájme nebytových priestorov,Zmluva č. 1/2026_NZ o nájme nebytových priestorov,01/2026_NZ,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817866.txt,True,False
11817872,ukoncenie,ukoncenie,ukoncenie,Dohoda o ukončení nájomnej zmluvy č. 801011002-1-2025 DUNZ,Dohoda o ukončení nájomnej zmluvy  č. 801011002-1-2025 DUNZ,801011002-1-2025 DUNZ,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817872.txt,True,False
11817875,najom,najom,najom,Zmluva č. 2/2026_NZ o nájme nebytových priestorov,Zmluva č. 2/2026_NZ o nájme nebytových priestorov,2/2026_NZ,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817875.txt,True,False
11817879,dotacia,dotacia,dotacia,ZMLUVA O POSKYTNUTÍ DOTÁCIE č. 2025/1744,Zmluva o poskytnutí dotácie č. 2025/1744 z Ministerstva financií SR,2025/1744,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817879.txt,True,False
11817884,dodatok,dodatok,dodatok,"Dodatok č. 1 k Zmluve o zabezpečení zberu použitých textílií, odevov a obuvi Občianske združenie: Sídlo: Korešpondenčná adresa: IČO: 50 383 230","Dodatok č. 1 k Zmluve o zabezpečení zberu použitých textílií, odevov a obuvi",Dodatok č. 1 ku zmluve 24_2020,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817884.txt,True,False
11817887,dodatok,dodatok,dodatok,"DODATOK č. 15 k Zmluve o nájme nehnuteľnosti č. 262/2011 zo dňa 27.9.2011 uzavretej medzi: VPS Vysoké Tatry, s. r. o. sídlo: Starý Smokovec č. 18045, 062 01 Vysoké Tatry zastúpený Ing. Mária Hadnagyová a Michal Ovšonka, konatelia spoločnosti",Dodatok č. 15 k Zmluve o nájme nehnuteľnosti 262/2011,828,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817887.txt,True,False
11817898,other,other,other,Číslo požičiavateľa: 1SprV/228/2025 Číslo vypožičiavateľa: Spr. 85/2025 ZMLUVA O VÝPOŽIČKE,Zmluva  o výpožičke,1SprV/228/2025,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817898.txt,False,False
11817907,najom,najom,najom,Zmluva č. 3/2026_NZ o nájme nebytových priestorov,Zmluva č. 3/2026_NZ o nájme nebytových priestorov,3/2026_NZ,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817907.txt,True,False
11817911,kolektivna,kolektivna,other,"GAUDEAMUS zariadenie komunitnej rehabilitácie Mokrohájska cesta 3, 845 12 Bratislava, v zastúpení: PhDr. Štefan Tvarožek – riaditeľ _______________________________________________________________ SLOVENSKÝ ODBOROVÝ ZVÄZ PRACOVNÍKOV ZDRAVOTNÍCTVA",Kolektívna zmluva od 1.1.2026 do 31.12.2026,122025,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817911.txt,False,False
11817912,sluzby,sluzby,sluzby,"Číslo z Registra zmlúv EASR PSK: 2025/047 Čiastková zmluva Rámcovej zmluvy o poskytovaní služieb „Odborné prehliadky, odborné skúšky technických zariadení” č. 2025/047","Čiastková zmluva Rámcovej zmluvy o poskytoaní služieb ""Odborné prehliadky, odborné skúšky technických zariadení"" č. 2025/047",38/2025,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817912.txt,True,False
11817914,najom,najom,najom,"Zmluva č. 1/2026 o nájme nebytového priestoru - Domu kultúry Prenajímateľ: Obec Sulín, zastúpená starostkou obce Annou Hiľákovou IČO: 00330191, DIČ: 2020698845 Bankové spojenie: VÚB Stará Ľubovňa, IBAN:SK23 0200 00000000 1492 5602",Nájomná zmluva o nájme nebytového priestoru  Domu kultúry v dňoch 02.01.2026 - 03.01.2026 - ples,Su-1/2026,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817914.txt,True,False
11817922,ramcova,ramcova,ramcova,Podľa ustanovení zákona č. 343/2015 Z. z. o verejnom obstarávaní a o zmene a doplnení niektorých zákonov v znení zákona č. 438/2015 Z. z. RÁMCOVÁ DOHODA č. 103.prrchbo-90/2025-10,RÁMCOVÁ DOHODA,103.prrchbo-90/2025-10,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817922.txt,True,False
11817925,najom,najom,najom,Zmluva o nájme bytu č. S2025/01871/,Zmluva o nájme bytu,S2025/01871,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817925.txt,True,False
11817927,najom,najom,najom,Zmluva o nájme bytu č. S2025/02009/,Zmluva o nájme bytu,S2025/02009,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817927.txt,True,False
11817929,najom,najom,najom,Zmluva o nájme bytu č. S 2025/02299/,Zmluva o nájme bytu,S 2025/02299,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817929.txt,True,False
11817931,najom,najom,najom,ZMLUVA O NÁJME,Zmluva o nájme,2025/211,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817931.txt,True,False
11817933,ramcova,ramcova,ramcova,Podľa ustanovení zákona č. 343/2015 Z. z. o verejnom obstarávaní a o zmene a doplnení niektorých zákonov v znení zákona č. 438/2015 Z. z. RÁMCOVÁ DOHODA č. 103.prrchbo-90/2025-11,RÁMCOVÁ DOHODA,103.prrchbo-90/2025-11,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817933.txt,True,False
11817934,other,other,other,"ZMLUVA č.1/2025/S0Ú o zriadení Spoločného obecného úradu Budimír uzatvorená podľa $ 20a zákona SNR č. 369/1990 Zb. o obecnom zriadení v znení neskorších predpisov uzatvorená medzi: Učastníci zmluvy: 1. Názov: Obec Budimír Sídlo: Zámocká 22/4, 044 43 Budimír Zastúpená: — Vojtech Staňo, Mgr., starosta obce IČO: 00324001 DIČ: 2021235854 2. Názov: Obec",Zmluva o zriadení Spoločného obecného úradu  Budimír,1/2025/SoÚ,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817934.txt,False,False
11817938,dodatok,dodatok,dodatok,"Číslo dodatku: PSK-SIEA-002-2023-DV-EFRR/FFV5/D2 DODATOK č. 2 K ZMLUVE O POSKYTNUTÍ NENÁVRATNÉHO FINANČNÉHO PRÍSPEVKU (ďalej len „Dodatok“) Číslo zmluvy: PSK-SIEA-002-2023-DV-EFRR/FFV5 uzavretý podľa § 269 ods. 2 zákona č. 513/1991 Zb. Obchodný zákonník v znení neskorších predpisov,",DODATOK č. 2 K ZMLUVE O POSKYTNUTÍ NENÁVRATNÉHO FINANČNÉHO PRÍSPEVKU  Číslo zmluvy: PSK-SIEA-002-2023-DV-EFRR/FFV5,DODATOK č. 2 PSK-SIEA-002-2023-DV-EFRR/FFV5/D2,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817938.txt,True,False
11817941,dodatok,dodatok,dodatok,D o d a t o k č. 3 k Nájomnej zmluve č. 804096120-2-2023-NZNP uzatvorenej v súlade so zákonom č. 116/1990 Zb. o nájme a podnájme nebytových priestorov v znení neskorších predpisov (ďalej len „Dodatok č. 3“) medzi týmito zmluvnými stranami: ZMLUVNÉ STRANY,D o d a t o k  č. 3 k Nájomnej zmluve č. 804096120-2-2023-NZNP,D o d a t o k  č. 3 k Nájomnej zmluve č. 804096120-2-2023-NZNP,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817941.txt,True,False
11817942,ramcova,ramcova,ramcova,Podľa ustanovení zákona č. 343/2015 Z. z. o verejnom obstarávaní a o zmene a doplnení niektorých zákonov v znení zákona č. 438/2015 Z. z. RÁMCOVÁ DOHODA č. 103.prrchbo-90/2025-12,RÁMCOVÁ DOHODA,103.prrchbo-90/2025-12,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817942.txt,True,False
11817947,ramcova,ramcova,ramcova,Podľa ustanovení zákona č. 343/2015 Z. z. o verejnom obstarávaní a o zmene a doplnení niektorých zákonov v znení zákona č. 438/2015 Z. z. RÁMCOVÁ DOHODA č. 103.prrchbo-90/2025-13,RÁMCOVÁ DOHODA,103.prrchbo-90/2025-13,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817947.txt,True,False
11817949,prispevok,other,prispevok,Umowa o dofinansowanie projektu Zmluva o poskytnutí príspevku pre projekt Umowa o dofinansowanie nr PLSK.03.01-IP.01-0013/25-00 Zmluva o poskytnutí príspevku č. PLSK.03.01-IP.01-0013/25-00,"Zmluva o poskytnutí NFP pre projekt č. PLSK.03.01-IP.01-0013/25 s názvom: ""Na bicykli okolo Tatier-spoločné cyklotrasy / Na rowerze wokół Tatr–wspólne trasy rowerowe""",1079/2025/ORR,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817949.txt,True,False
11817951,najom,najom,najom,Nájomná zmluva č. 1/2026,najomná zmluva,NZ 1/2026,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817951.txt,True,False
11817953,najom,najom,najom,Nájomná zmluva č. 2/2026,nájomná zmluva Brioso,NZ 2/2026,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817953.txt,True,False
11817959,ramcova,ramcova,ramcova,Podľa ustanovení zákona č. 343/2015 Z. z. o verejnom obstarávaní a o zmene a doplnení niektorých zákonov v znení zákona č. 438/2015 Z. z. RÁMCOVÁ DOHODA č. 103.prrchbo-90/2025-14,RÁMCOVÁ DOHODA,103.prrchbo-90/2025-14,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817959.txt,True,False
11817966,ramcova,ramcova,ramcova,Podľa ustanovení zákona č. 343/2015 Z. z. o verejnom obstarávaní a o zmene a doplnení niektorých zákonov v znení zákona č. 438/2015 Z. z. RÁMCOVÁ DOHODA č. 103.prrchbo-90/2025-15,RÁMCOVÁ DOHODA,103.prrchbo-90/2025-15,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817966.txt,True,False
11817972,ramcova,ramcova,ramcova,Podľa ustanovení zákona č. 343/2015 Z. z. o verejnom obstarávaní a o zmene a doplnení niektorých zákonov v znení zákona č. 438/2015 Z. z. RÁMCOVÁ DOHODA č. 103.prrchbo-90/2025-16,RÁMCOVÁ DOHODA,103.prrchbo-90/2025-16,/Users/kazimir/Desktop/BP/zmluvy_cleaned_checked_strict_valid/11817972.txt,True,False
